eventDate,cleanDate,season,seasonType,sport,sportSlug,gender,levelSlug,levelLabel,teamSlug,eventTime,homeOrAway,vsOrAt,opponent,opponentMascot,opponentComplete,location,eventType,teamScore,opponentScore,result,isCancelled,isPostponed,isTimeTBD,conferenceGame,postSlug,posterFile,eventId
2026-04-30,04/30,2026,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Away,@,Girard,Indians,Girard Indians,Girard Sr High School,Game,,,,false,false,false,true,2026-04-30_jv_baseball,2026-04-30_jv_baseball.jpg,b5d2bf08-cec5-4260-8bdc-660cafbdb8ec
2026-05-04,05/04,2026,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Away,@,Champion,Golden Flashes,Champion Golden Flashes,Champion High School,Game,,,,false,false,false,false,2026-05-04_jv_baseball,2026-05-04_jv_baseball.jpg,b1699191-47f5-46e0-bdea-9b51ab5b175e
2026-05-07,05/07,2026,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Away,@,Columbiana,Clippers,Columbiana Clippers,Columbiana High School,Game,,,,true,false,false,false,2026-05-07_jv_baseball,2026-05-07_jv_baseball.jpg,da1299db-89cf-408e-9488-9fe4fb378a84
2026-05-08,05/08,2026,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Home,vs,Austintown Fitch,Falcons,Austintown Fitch Falcons,Poland Seminary High School,Game,,,,false,false,false,false,2026-05-08_jv_baseball,2026-05-08_jv_baseball.jpg,325fa910-f908-43ba-b3a6-6c7ab0649725
2026-05-11,05/11,2026,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Home,vs,Hubbard,Eagles,Hubbard Eagles,Poland Seminary High School,Game,,,,false,false,false,true,2026-05-11_jv_baseball,2026-05-11_jv_baseball.jpg,ba0604e3-1e89-49c3-862c-2c50c3a8b863
2026-05-12,05/12,2026,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Away,@,Hubbard,Eagles,Hubbard Eagles,Hubbard High School,Game,,,,false,false,false,true,2026-05-12_jv_baseball,2026-05-12_jv_baseball.jpg,201eea0c-8f81-4dbd-986a-92e739b71a63
2026-05-14,05/14,2026,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Away,@,Canfield,Cardinals,Canfield Cardinals,Canfield High School,Game,,,,false,false,false,false,2026-05-14_jv_baseball,2026-05-14_jv_baseball.jpg,4fc0efe9-9814-4df5-b67f-7968f0f56f1c
2026-05-15,05/15,2026,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:15 PM,Home,vs,Carrollton,Warriors,Carrollton Warriors,Poland Seminary High School,Game,,,,false,false,false,false,2026-05-15_jv_baseball,2026-05-15_jv_baseball.jpg,75f73a18-da64-4719-954c-a11e1884c84e
2027-04-02,04/02,2027,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Away,@,Springfield Local,,Springfield Local,Springfield Local High School,Game,,,,false,false,false,false,2027-04-02_jv_baseball,2027-04-02_jv_baseball.jpg,1d28f262-4701-4716-a5d0-03d7830a03f9
2027-04-08,04/08,2027,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Away,@,Howland,Tigers,Howland Tigers,Howland High School,Game,,,,false,false,false,false,2027-04-08_jv_baseball,2027-04-08_jv_baseball.jpg,cb68c5a8-a9fe-4d79-952c-f4b3e5f33313
2027-04-15,04/15,2027,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,05:00 PM,Away,@,Boardman,Spartans,Boardman Spartans,Boardman High School,Game,,,,false,false,false,false,2027-04-15_jv_baseball,2027-04-15_jv_baseball.jpg,93c94678-ab74-4cbf-8923-8c47ed1081af
2027-04-22,04/22,2027,Spring,Baseball,baseball,Boys,jv,JV,baseball-junior-varsity,12:00 PM,Home,vs,Canfield,Cardinals,Canfield Cardinals,Poland Seminary High School,Game,,,,false,false,false,false,2027-04-22_jv_baseball,2027-04-22_jv_baseball.jpg,17147a0e-54b2-47cc-8abd-3bf0fd1ad840
